epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,102.098,1.79331,1.53147,1.60075,0.74018,0.91219,0.86866,0.38618,1.85082,1.10248,1.40614,0.0013928,0.0013928,0.0013928
25,106.438,1.77041,1.52545,1.59704,0.71102,0.84729,0.81345,0.31881,1.87402,1.15703,1.39139,0.0013664,0.0013664,0.0013664
26,110.675,1.75453,1.48489,1.58909,0.65932,0.82759,0.80976,0.2491,2.27953,1.30158,1.61642,0.00134,0.00134,0.00134
27,115.009,1.75614,1.4893,1.57604,0.63406,0.81939,0.76821,0.30622,2.11893,1.21996,1.49709,0.0013136,0.0013136,0.0013136
28,119.508,1.75171,1.53661,1.59041,0.81734,0.7734,0.88073,0.4007,1.79673,1.1515,1.356,0.0012872,0.0012872,0.0012872
29,123.836,1.74519,1.48992,1.57955,0.8449,0.91238,0.91958,0.44217,1.73985,1.00708,1.34455,0.0012608,0.0012608,0.0012608
30,128.039,1.74195,1.50263,1.5783,0.70474,0.86207,0.8255,0.33036,2.06817,1.13115,1.48039,0.0012344,0.0012344,0.0012344
31,132.199,1.69574,1.48263,1.55369,0.69293,0.81281,0.80742,0.30733,2.17937,1.20509,1.53384,0.001208,0.001208,0.001208
32,136.502,1.71617,1.45765,1.54418,0.6848,0.89655,0.84943,0.3196,2.12339,1.14041,1.50731,0.0011816,0.0011816,0.0011816
33,141.021,1.70462,1.42626,1.53898,0.76062,0.78818,0.84288,0.30239,2.05042,1.1664,1.49885,0.0011552,0.0011552,0.0011552
34,145.389,1.73141,1.48308,1.56882,0.69734,0.92611,0.86193,0.37201,1.98096,1.06999,1.44255,0.0011288,0.0011288,0.0011288
35,149.821,1.72312,1.49004,1.56642,0.81943,0.78242,0.88791,0.45252,1.55155,1.02973,1.25863,0.0011024,0.0011024,0.0011024
36,154.254,1.73229,1.46266,1.55683,0.68832,0.91383,0.85334,0.3515,1.95508,1.10681,1.40776,0.001076,0.001076,0.001076
37,158.698,1.70524,1.47185,1.54167,0.63106,0.91002,0.7192,0.27844,2.06029,1.22465,1.46229,0.0010496,0.0010496,0.0010496
