epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.5314,2.18198,2.62783,1.76229,0.59915,0.61113,0.55708,0.15881,2.24016,2.28808,1.5033,0.000661538,0.000661538,0.000661538
2,164.158,2.24331,2.2798,1.90506,0.43112,0.46305,0.36356,0.08519,2.77326,2.3837,1.93525,0.00131067,0.00131067,0.00131067
