epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,2139.91,0.57956,0.35568,0.90716,0.98048,0.98988,0.98955,0.91717,0.41969,0.28796,0.82939,0.00917912,0.00917912,0.00917912
187,2151.41,0.59557,0.36858,0.92136,0.9801,0.99015,0.98993,0.9117,0.43244,0.28799,0.84718,0.00917048,0.00917048,0.00917048
188,2162.89,0.58606,0.36388,0.91162,0.98012,0.99015,0.98728,0.91821,0.42412,0.27909,0.8439,0.00916179,0.00916179,0.00916179
189,2174.41,0.59149,0.36023,0.91523,0.98036,0.99015,0.9883,0.91459,0.43099,0.28812,0.8543,0.00915306,0.00915306,0.00915306
190,2185.89,0.58751,0.36374,0.91713,0.98522,0.98513,0.99061,0.92535,0.40931,0.28446,0.83218,0.0091443,0.0091443,0.0091443
191,2197.4,0.59561,0.3629,0.91678,0.97572,0.98987,0.98805,0.92064,0.42696,0.29502,0.85005,0.00913549,0.00913549,0.00913549
192,2208.91,0.59734,0.3645,0.92568,0.97541,0.99015,0.98868,0.91799,0.43007,0.28731,0.85279,0.00912664,0.00912664,0.00912664
193,2220.42,0.59007,0.35879,0.91916,0.98002,0.99015,0.98447,0.91549,0.40773,0.27836,0.82984,0.00911775,0.00911775,0.00911775
194,2231.91,0.5875,0.36168,0.91768,0.98528,0.98905,0.98309,0.91743,0.41638,0.28524,0.84497,0.00910882,0.00910882,0.00910882
195,2243.42,0.57787,0.34903,0.91321,0.98529,0.98987,0.98735,0.91664,0.43778,0.27992,0.85411,0.00909985,0.00909985,0.00909985
196,2254.91,0.59214,0.35561,0.9186,0.98504,0.99015,0.98722,0.92232,0.42853,0.28558,0.84612,0.00909084,0.00909084,0.00909084
197,2266.41,0.57695,0.35666,0.91277,0.98037,0.99015,0.98948,0.92323,0.42902,0.29333,0.85933,0.00908179,0.00908179,0.00908179
198,2277.9,0.59476,0.36272,0.91918,0.98012,0.99015,0.98982,0.91522,0.43138,0.29094,0.85254,0.0090727,0.0090727,0.0090727
199,2289.39,0.58827,0.35939,0.91567,0.98048,0.98983,0.9918,0.92258,0.41584,0.29203,0.83625,0.00906356,0.00906356,0.00906356
200,2300.9,0.58734,0.36328,0.91402,0.98006,0.99015,0.99088,0.92041,0.41475,0.294,0.84049,0.00905439,0.00905439,0.00905439
201,2312.42,0.58146,0.35294,0.91472,0.98,0.99015,0.99061,0.92123,0.41008,0.28378,0.83868,0.00904518,0.00904518,0.00904518
202,2323.9,0.59002,0.36059,0.91498,0.97976,0.99015,0.9914,0.91692,0.43448,0.29029,0.84966,0.00903593,0.00903593,0.00903593
203,2335.42,0.5831,0.34833,0.90959,0.98048,0.98984,0.99011,0.92332,0.43664,0.29325,0.83917,0.00902664,0.00902664,0.00902664
204,2346.91,0.582,0.35873,0.91546,0.98521,0.98447,0.99043,0.923,0.43675,0.29685,0.83576,0.00901731,0.00901731,0.00901731
205,2358.38,0.58944,0.35687,0.91376,0.98519,0.9832,0.98994,0.91985,0.41183,0.28167,0.83188,0.00900793,0.00900793,0.00900793
206,2369.84,0.59105,0.35633,0.9218,0.98521,0.98441,0.99003,0.92395,0.41173,0.28589,0.84578,0.00899852,0.00899852,0.00899852
207,2381.34,0.5823,0.35381,0.91268,0.98399,0.98522,0.9902,0.91427,0.42909,0.28756,0.85782,0.00898907,0.00898907,0.00898907
208,2392.83,0.58575,0.36567,0.91739,0.9844,0.98522,0.98965,0.91711,0.4152,0.28651,0.85189,0.00897958,0.00897958,0.00897958
209,2404.32,0.59091,0.35524,0.91608,0.98499,0.98522,0.98892,0.92376,0.41239,0.2825,0.83682,0.00897005,0.00897005,0.00897005
210,2415.81,0.57692,0.35713,0.91243,0.98417,0.98522,0.98687,0.91558,0.41166,0.28342,0.8449,0.00896049,0.00896049,0.00896049
211,2427.3,0.57833,0.35455,0.91328,0.98529,0.98974,0.9903,0.91705,0.42682,0.28833,0.86329,0.00895088,0.00895088,0.00895088
212,2438.85,0.58736,0.35513,0.92071,0.98446,0.99015,0.98744,0.91903,0.42529,0.28223,0.86467,0.00894123,0.00894123,0.00894123
213,2450.37,0.5843,0.35536,0.90991,0.98505,0.99015,0.9867,0.91934,0.42018,0.29112,0.85295,0.00893155,0.00893155,0.00893155
214,2461.86,0.57962,0.35538,0.91454,0.98529,0.98959,0.98424,0.91376,0.4147,0.2966,0.84867,0.00892183,0.00892183,0.00892183
215,2473.36,0.5845,0.36058,0.91647,0.98528,0.98936,0.98309,0.91068,0.42252,0.29539,0.84744,0.00891206,0.00891206,0.00891206
216,2484.85,0.56894,0.34988,0.90936,0.98028,0.99015,0.98399,0.91611,0.4164,0.29407,0.838,0.00890226,0.00890226,0.00890226
217,2496.37,0.57941,0.3602,0.91462,0.98457,0.99015,0.98944,0.92232,0.42427,0.27331,0.8418,0.00889242,0.00889242,0.00889242
218,2507.85,0.58086,0.35798,0.92065,0.98522,0.98512,0.98769,0.9175,0.4172,0.27892,0.84413,0.00888254,0.00888254,0.00888254
219,2519.33,0.58477,0.36092,0.91823,0.98416,0.99015,0.98687,0.91754,0.413,0.26846,0.83971,0.00887263,0.00887263,0.00887263
220,2530.81,0.584,0.34923,0.91266,0.98426,0.99015,0.98805,0.91945,0.39784,0.27283,0.83012,0.00886267,0.00886267,0.00886267
221,2542.32,0.57583,0.34967,0.90496,0.98454,0.99015,0.98636,0.92419,0.39394,0.25735,0.81618,0.00885268,0.00885268,0.00885268
222,2553.83,0.58848,0.3536,0.91495,0.98519,0.99015,0.98502,0.92479,0.39765,0.27236,0.8169,0.00884265,0.00884265,0.00884265
223,2565.36,0.57301,0.3554,0.91135,0.98184,0.99015,0.9862,0.92435,0.4054,0.27032,0.83185,0.00883258,0.00883258,0.00883258
224,2576.89,0.58707,0.35654,0.9138,0.98521,0.98456,0.98464,0.91549,0.41546,0.27359,0.84262,0.00882248,0.00882248,0.00882248
225,2588.43,0.58776,0.35817,0.91778,0.97965,0.99015,0.98606,0.92042,0.41364,0.27136,0.84346,0.00881233,0.00881233,0.00881233
226,2599.92,0.56962,0.34539,0.91115,0.9753,0.99015,0.98612,0.91589,0.41724,0.26793,0.82877,0.00880215,0.00880215,0.00880215
227,2611.39,0.57407,0.34906,0.91004,0.98521,0.98412,0.98435,0.92097,0.41849,0.28571,0.83303,0.00879193,0.00879193,0.00879193
228,2622.87,0.58076,0.35743,0.92093,0.98522,0.9852,0.98489,0.9211,0.41364,0.27653,0.83201,0.00878167,0.00878167,0.00878167
229,2634.35,0.57841,0.34924,0.91345,0.98528,0.98938,0.98519,0.9227,0.4168,0.27321,0.8388,0.00877138,0.00877138,0.00877138
230,2645.85,0.58276,0.35234,0.91591,0.98522,0.98515,0.9864,0.92272,0.4193,0.27481,0.85231,0.00876105,0.00876105,0.00876105
231,2657.35,0.58263,0.35452,0.91778,0.98511,0.98522,0.98566,0.91829,0.41817,0.2852,0.84894,0.00875068,0.00875068,0.00875068
232,2668.84,0.57311,0.3486,0.90932,0.97974,0.98522,0.98333,0.92022,0.41645,0.28423,0.83886,0.00874027,0.00874027,0.00874027
233,2680.34,0.57322,0.3451,0.90923,0.98038,0.98483,0.9891,0.92398,0.42084,0.27902,0.85111,0.00872983,0.00872983,0.00872983
234,2691.88,0.57397,0.34656,0.91007,0.97572,0.9898,0.98822,0.92372,0.41346,0.28052,0.85571,0.00871935,0.00871935,0.00871935
235,2703.37,0.57776,0.35474,0.91512,0.97573,0.99003,0.98623,0.91312,0.41791,0.28359,0.85974,0.00870884,0.00870884,0.00870884
236,2714.89,0.57006,0.34351,0.91088,0.97533,0.99015,0.9884,0.92086,0.41792,0.27315,0.85481,0.00869829,0.00869829,0.00869829
237,2726.4,0.58093,0.35779,0.9106,0.97544,0.99015,0.98745,0.92854,0.41335,0.27342,0.84417,0.0086877,0.0086877,0.0086877
238,2737.88,0.57498,0.35068,0.91264,0.97529,0.99015,0.98498,0.92035,0.4152,0.28097,0.83813,0.00867707,0.00867707,0.00867707
239,2749.38,0.57732,0.34491,0.91115,0.98047,0.98942,0.98646,0.91774,0.41799,0.28382,0.84325,0.00866641,0.00866641,0.00866641
240,2760.88,0.5767,0.35323,0.91296,0.98018,0.99015,0.98777,0.92353,0.41093,0.28945,0.84374,0.00865571,0.00865571,0.00865571
241,2772.37,0.56887,0.34994,0.91024,0.98047,0.98943,0.99063,0.92328,0.41999,0.27465,0.84287,0.00864498,0.00864498,0.00864498
242,2783.84,0.56194,0.34456,0.90184,0.97956,0.98522,0.99154,0.92187,0.41446,0.26661,0.83769,0.00863421,0.00863421,0.00863421
243,2795.34,0.56664,0.34365,0.90747,0.98521,0.98457,0.99137,0.92166,0.41446,0.27312,0.82998,0.0086234,0.0086234,0.0086234
244,2806.83,0.56792,0.34828,0.90705,0.98521,0.98473,0.98968,0.92358,0.41799,0.27845,0.83739,0.00861256,0.00861256,0.00861256
245,2818.34,0.5598,0.34577,0.90411,0.98522,0.9849,0.98719,0.92316,0.4083,0.27647,0.83411,0.00860168,0.00860168,0.00860168
246,2829.83,0.57045,0.34877,0.90775,0.97982,0.98522,0.98931,0.92381,0.40703,0.27178,0.83486,0.00859077,0.00859077,0.00859077
247,2841.32,0.57195,0.34767,0.90977,0.98048,0.98964,0.98719,0.92338,0.40445,0.27431,0.82226,0.00857982,0.00857982,0.00857982
248,2852.85,0.57387,0.34953,0.90972,0.98048,0.98968,0.98182,0.9238,0.40811,0.28012,0.82392,0.00856884,0.00856884,0.00856884
249,2864.36,0.58041,0.35202,0.90998,0.98522,0.98498,0.98393,0.92603,0.41323,0.28137,0.8345,0.00855782,0.00855782,0.00855782
250,2875.95,0.56673,0.33732,0.90877,0.98522,0.98492,0.9876,0.92918,0.4123,0.27784,0.83946,0.00854677,0.00854677,0.00854677
251,2887.44,0.56209,0.34176,0.90577,0.97515,0.99015,0.98821,0.92731,0.41063,0.28107,0.84936,0.00853568,0.00853568,0.00853568
252,2898.95,0.55992,0.34291,0.90841,0.9803,0.98522,0.98799,0.92582,0.41177,0.29025,0.85194,0.00852456,0.00852456,0.00852456
253,2910.44,0.5741,0.34286,0.91453,0.97573,0.99013,0.98893,0.92852,0.41404,0.28545,0.8444,0.0085134,0.0085134,0.0085134
254,2921.92,0.56589,0.33946,0.90856,0.97548,0.99015,0.98826,0.93057,0.41055,0.28447,0.83376,0.00850221,0.00850221,0.00850221
255,2933.55,0.56472,0.34448,0.90751,0.98047,0.98911,0.98599,0.92986,0.41256,0.28531,0.8351,0.00849098,0.00849098,0.00849098
256,2945.05,0.56675,0.34612,0.90628,0.98048,0.98977,0.9855,0.91525,0.41867,0.28168,0.83441,0.00847972,0.00847972,0.00847972
257,2956.55,0.56828,0.34462,0.91178,0.98039,0.98517,0.9877,0.91894,0.42043,0.2842,0.83587,0.00846842,0.00846842,0.00846842
258,2968.04,0.57306,0.35044,0.90718,0.98048,0.98966,0.98838,0.91702,0.41155,0.28288,0.83654,0.00845709,0.00845709,0.00845709
259,2979.53,0.56601,0.34735,0.90952,0.98001,0.99015,0.98874,0.91584,0.41713,0.27934,0.8363,0.00844572,0.00844572,0.00844572
260,2991.16,0.559,0.34061,0.90456,0.97985,0.99015,0.98943,0.92048,0.40892,0.27208,0.83143,0.00843433,0.00843433,0.00843433
261,3002.64,0.55815,0.34262,0.90669,0.97981,0.99015,0.98937,0.92286,0.40925,0.27012,0.82864,0.00842289,0.00842289,0.00842289
262,3014.11,0.56689,0.34557,0.91112,0.98002,0.99015,0.98508,0.91807,0.40677,0.28007,0.83318,0.00841143,0.00841143,0.00841143
263,3025.65,0.56358,0.34661,0.90495,0.97989,0.99015,0.98668,0.92254,0.41212,0.27082,0.83703,0.00839993,0.00839993,0.00839993
264,3037.13,0.56433,0.35295,0.90773,0.98006,0.99015,0.98779,0.92305,0.41151,0.27518,0.83352,0.00838839,0.00838839,0.00838839
265,3048.61,0.5665,0.33823,0.90795,0.97987,0.99015,0.98745,0.92227,0.41745,0.27384,0.83116,0.00837683,0.00837683,0.00837683
266,3060.1,0.57302,0.3424,0.91105,0.9757,0.99015,0.98978,0.92733,0.41629,0.2758,0.83162,0.00836523,0.00836523,0.00836523
267,3071.61,0.56048,0.34035,0.91154,0.97549,0.99015,0.99072,0.92669,0.41411,0.2726,0.82918,0.00835359,0.00835359,0.00835359
268,3083.1,0.56921,0.34252,0.90842,0.97545,0.99015,0.99092,0.92424,0.4106,0.26728,0.83067,0.00834193,0.00834193,0.00834193
269,3094.59,0.56631,0.33464,0.90644,0.98028,0.98522,0.99213,0.92312,0.41092,0.26901,0.83159,0.00833023,0.00833023,0.00833023
270,3106.09,0.55926,0.34155,0.90805,0.98048,0.98977,0.99233,0.9202,0.40948,0.26885,0.83795,0.00831849,0.00831849,0.00831849
271,3117.6,0.55368,0.33371,0.9048,0.98048,0.98969,0.99161,0.92555,0.41663,0.27534,0.84359,0.00830673,0.00830673,0.00830673
272,3129.12,0.56198,0.33747,0.91055,0.98048,0.98978,0.99043,0.92087,0.41926,0.27577,0.8451,0.00829493,0.00829493,0.00829493
273,3140.63,0.56452,0.33769,0.91139,0.98048,0.98967,0.99091,0.92281,0.42106,0.28262,0.84433,0.0082831,0.0082831,0.0082831
274,3152.17,0.55938,0.34063,0.9064,0.98011,0.98522,0.9916,0.92516,0.42257,0.27198,0.83713,0.00827124,0.00827124,0.00827124
275,3163.8,0.54451,0.33242,0.90181,0.98009,0.98522,0.99102,0.92742,0.41466,0.26693,0.83267,0.00825934,0.00825934,0.00825934
276,3175.37,0.56638,0.33858,0.91041,0.98012,0.98522,0.99109,0.92625,0.40964,0.25967,0.83058,0.00824742,0.00824742,0.00824742
277,3186.94,0.56524,0.34458,0.90878,0.9802,0.98522,0.99054,0.92714,0.40874,0.26232,0.82931,0.00823546,0.00823546,0.00823546
278,3198.41,0.54869,0.33493,0.89949,0.98037,0.98522,0.99019,0.9255,0.409,0.26212,0.83053,0.00822347,0.00822347,0.00822347
279,3209.92,0.56717,0.34094,0.90984,0.98039,0.98512,0.99011,0.92509,0.40832,0.26967,0.83192,0.00821144,0.00821144,0.00821144
280,3221.42,0.55852,0.33698,0.91058,0.98039,0.98492,0.99016,0.92921,0.40593,0.27168,0.83628,0.00819939,0.00819939,0.00819939
281,3232.93,0.55341,0.33608,0.90725,0.98039,0.98489,0.98941,0.92957,0.40492,0.27452,0.84158,0.0081873,0.0081873,0.0081873
282,3244.43,0.55319,0.33574,0.90395,0.98038,0.98471,0.9891,0.92579,0.40386,0.27507,0.84246,0.00817518,0.00817518,0.00817518
283,3255.94,0.56384,0.33643,0.90845,0.98046,0.9888,0.9905,0.92632,0.41141,0.27731,0.84726,0.00816303,0.00816303,0.00816303
284,3267.43,0.55344,0.33335,0.90342,0.97947,0.99015,0.99052,0.92825,0.40954,0.27931,0.8456,0.00815085,0.00815085,0.00815085
285,3278.96,0.54801,0.32881,0.8983,0.97985,0.99015,0.98916,0.92949,0.40847,0.26249,0.83324,0.00813864,0.00813864,0.00813864
286,3290.45,0.54918,0.33615,0.89751,0.98038,0.99015,0.98905,0.92826,0.40716,0.2591,0.83136,0.0081264,0.0081264,0.0081264
287,3301.93,0.55776,0.33555,0.91034,0.98048,0.98982,0.98915,0.92763,0.40695,0.26042,0.82988,0.00811413,0.00811413,0.00811413
288,3313.41,0.55667,0.33406,0.90302,0.98048,0.98971,0.98997,0.92413,0.40881,0.25996,0.83008,0.00810182,0.00810182,0.00810182
289,3324.94,0.5541,0.33709,0.90356,0.98011,0.98522,0.99012,0.92512,0.40512,0.26088,0.82934,0.00808949,0.00808949,0.00808949
290,3336.44,0.55917,0.33764,0.91003,0.98008,0.98522,0.98974,0.9282,0.40495,0.26442,0.82917,0.00807712,0.00807712,0.00807712
291,3347.93,0.56448,0.3435,0.91497,0.98013,0.98522,0.98949,0.92599,0.40176,0.26181,0.82953,0.00806473,0.00806473,0.00806473
292,3359.41,0.55778,0.3407,0.90497,0.98028,0.98522,0.98942,0.92723,0.39678,0.27119,0.82697,0.0080523,0.0080523,0.0080523
293,3371,0.56383,0.33978,0.90646,0.98039,0.9852,0.98785,0.92812,0.39653,0.26733,0.82636,0.00803985,0.00803985,0.00803985
294,3382.5,0.54397,0.33193,0.8958,0.98039,0.98497,0.98871,0.92804,0.39338,0.26359,0.81907,0.00802736,0.00802736,0.00802736
295,3394.01,0.55476,0.33813,0.90575,0.98039,0.98492,0.98944,0.92964,0.39189,0.27115,0.82422,0.00801485,0.00801485,0.00801485
296,3405.51,0.55632,0.33846,0.90186,0.98039,0.98498,0.98979,0.93208,0.38934,0.26578,0.82353,0.0080023,0.0080023,0.0080023
297,3417.02,0.56496,0.34117,0.90463,0.98039,0.98503,0.98928,0.93375,0.38748,0.27344,0.82575,0.00798973,0.00798973,0.00798973
298,3428.52,0.55815,0.34396,0.9075,0.97572,0.9899,0.98867,0.92907,0.39129,0.2748,0.83527,0.00797712,0.00797712,0.00797712
299,3440.03,0.55535,0.32473,0.9001,0.97477,0.99015,0.98808,0.92807,0.38739,0.27079,0.82779,0.00796449,0.00796449,0.00796449
300,3451.52,0.54662,0.33196,0.90427,0.97461,0.99015,0.9894,0.92815,0.3867,0.26516,0.82523,0.00795182,0.00795182,0.00795182
301,3463,0.53279,0.32458,0.89565,0.97429,0.99015,0.98942,0.92634,0.3892,0.26182,0.82818,0.00793913,0.00793913,0.00793913
302,3474.48,0.55699,0.33362,0.91032,0.97411,0.99015,0.98931,0.92804,0.38826,0.2669,0.83653,0.00792641,0.00792641,0.00792641
303,3485.98,0.54668,0.32964,0.90307,0.97572,0.98986,0.98926,0.92931,0.38844,0.26377,0.84013,0.00791366,0.00791366,0.00791366
304,3497.46,0.54671,0.32673,0.89717,0.97374,0.99015,0.98963,0.9268,0.39,0.26477,0.83492,0.00790088,0.00790088,0.00790088
305,3509.01,0.55747,0.33728,0.90558,0.98243,0.9803,0.98972,0.92645,0.39155,0.26327,0.83073,0.00788807,0.00788807,0.00788807
306,3520.48,0.54816,0.32464,0.90122,0.98251,0.9803,0.99098,0.92881,0.39283,0.26287,0.82764,0.00787524,0.00787524,0.00787524
307,3531.96,0.54821,0.33232,0.90689,0.98288,0.9803,0.99089,0.92882,0.39869,0.2635,0.82728,0.00786237,0.00786237,0.00786237
308,3543.47,0.55659,0.33007,0.90563,0.9757,0.98884,0.99101,0.92727,0.40084,0.26468,0.8277,0.00784948,0.00784948,0.00784948
309,3554.96,0.54968,0.33033,0.90452,0.97572,0.98966,0.99089,0.92584,0.40301,0.26459,0.8292,0.00783656,0.00783656,0.00783656
310,3566.44,0.56068,0.33648,0.90434,0.97531,0.99015,0.99122,0.92519,0.40763,0.26556,0.83078,0.00782361,0.00782361,0.00782361
311,3578.05,0.54334,0.32951,0.89957,0.97515,0.99015,0.99174,0.92555,0.40971,0.26979,0.83258,0.00781064,0.00781064,0.00781064
312,3589.56,0.54683,0.3265,0.90241,0.98039,0.98504,0.99126,0.92519,0.41169,0.26445,0.83692,0.00779763,0.00779763,0.00779763
313,3601.09,0.55355,0.33392,0.90586,0.98039,0.98519,0.99074,0.92446,0.41553,0.26138,0.83743,0.0077846,0.0077846,0.0077846
314,3612.58,0.55401,0.32917,0.90812,0.98039,0.98511,0.99066,0.92157,0.4165,0.2687,0.84266,0.00777154,0.00777154,0.00777154
315,3624.09,0.54106,0.32293,0.89957,0.98046,0.98852,0.99044,0.9233,0.41247,0.26314,0.84456,0.00775845,0.00775845,0.00775845
316,3635.59,0.54328,0.32386,0.89793,0.98003,0.99015,0.99028,0.92305,0.41147,0.25906,0.84479,0.00774534,0.00774534,0.00774534
317,3647.2,0.53896,0.32483,0.89695,0.98038,0.98482,0.99064,0.92507,0.41047,0.26213,0.84356,0.0077322,0.0077322,0.0077322
318,3658.7,0.54645,0.32471,0.90133,0.97572,0.99015,0.99066,0.92276,0.41167,0.26622,0.84168,0.00771903,0.00771903,0.00771903
319,3670.2,0.54421,0.32506,0.89705,0.97561,0.99015,0.98999,0.92514,0.41166,0.27115,0.84346,0.00770584,0.00770584,0.00770584
320,3681.69,0.54591,0.32746,0.89909,0.97564,0.99015,0.98953,0.92335,0.41116,0.27042,0.84432,0.00769261,0.00769261,0.00769261
321,3693.17,0.55048,0.32298,0.89699,0.97572,0.98997,0.98914,0.92399,0.40994,0.27109,0.84196,0.00767937,0.00767937,0.00767937
322,3704.64,0.55808,0.33707,0.90764,0.97556,0.99015,0.98857,0.92746,0.40868,0.27343,0.84192,0.00766609,0.00766609,0.00766609
323,3716.12,0.55068,0.32457,0.8969,0.97563,0.99015,0.989,0.92688,0.40873,0.26924,0.83897,0.00765279,0.00765279,0.00765279
324,3727.63,0.5381,0.32665,0.89871,0.97553,0.99015,0.98943,0.9282,0.40624,0.2637,0.83246,0.00763946,0.00763946,0.00763946
325,3739.16,0.55384,0.33147,0.90535,0.97533,0.99015,0.98982,0.92714,0.4032,0.25998,0.8309,0.00762611,0.00762611,0.00762611
326,3750.71,0.55193,0.33116,0.90583,0.97518,0.99015,0.98978,0.92631,0.40219,0.26075,0.83019,0.00761273,0.00761273,0.00761273
327,3762.26,0.54329,0.32685,0.89838,0.9753,0.99015,0.98929,0.92842,0.39855,0.26372,0.82465,0.00759933,0.00759933,0.00759933
328,3773.82,0.53275,0.32277,0.89929,0.97543,0.99015,0.98927,0.93168,0.39738,0.26018,0.82215,0.0075859,0.0075859,0.0075859
329,3785.3,0.54402,0.32427,0.89629,0.97555,0.99015,0.98944,0.93171,0.39867,0.25487,0.82509,0.00757244,0.00757244,0.00757244
330,3796.79,0.54109,0.32294,0.89603,0.97573,0.99013,0.98958,0.93183,0.40047,0.25114,0.82645,0.00755896,0.00755896,0.00755896
331,3808.31,0.54727,0.32966,0.90098,0.97564,0.99015,0.98928,0.93197,0.40142,0.25692,0.82689,0.00754545,0.00754545,0.00754545
332,3819.79,0.54698,0.33124,0.9013,0.97573,0.99009,0.98898,0.9324,0.40021,0.26253,0.8256,0.00753192,0.00753192,0.00753192
333,3831.29,0.54033,0.32359,0.89989,0.97572,0.98988,0.98924,0.93224,0.39828,0.26778,0.82532,0.00751836,0.00751836,0.00751836
334,3842.85,0.53936,0.32583,0.89437,0.97572,0.98967,0.98948,0.93369,0.39827,0.2641,0.82802,0.00750478,0.00750478,0.00750478
335,3854.35,0.5329,0.32258,0.89887,0.97572,0.98978,0.98948,0.9321,0.39836,0.26458,0.82466,0.00749118,0.00749118,0.00749118
336,3865.89,0.55098,0.33024,0.90128,0.97572,0.98983,0.98934,0.92843,0.40102,0.26021,0.82517,0.00747755,0.00747755,0.00747755
337,3877.38,0.54036,0.32297,0.89783,0.97572,0.98989,0.98941,0.92821,0.4039,0.2627,0.82644,0.00746389,0.00746389,0.00746389
338,3888.85,0.54253,0.32567,0.90047,0.97572,0.98993,0.98933,0.92484,0.40469,0.26531,0.82821,0.00745021,0.00745021,0.00745021
339,3900.43,0.54652,0.3193,0.90243,0.97572,0.98991,0.98928,0.92607,0.40335,0.26484,0.82925,0.00743651,0.00743651,0.00743651
340,3912.09,0.53709,0.32392,0.89541,0.97573,0.99007,0.98922,0.92527,0.40458,0.26106,0.83079,0.00742278,0.00742278,0.00742278
341,3923.59,0.54319,0.32063,0.90292,0.97573,0.99014,0.98862,0.92938,0.40288,0.25912,0.83031,0.00740903,0.00740903,0.00740903
342,3935.07,0.54847,0.32812,0.90468,0.97564,0.99015,0.98891,0.92644,0.40348,0.25971,0.8274,0.00739525,0.00739525,0.00739525
343,3946.57,0.54054,0.32734,0.89606,0.9757,0.99015,0.98882,0.92292,0.40499,0.25746,0.8267,0.00738145,0.00738145,0.00738145
344,3958.07,0.53645,0.3248,0.89491,0.97568,0.99015,0.98839,0.92383,0.40404,0.25542,0.82475,0.00736763,0.00736763,0.00736763
345,3969.61,0.52918,0.31875,0.88976,0.9852,0.98361,0.98856,0.92449,0.40282,0.25735,0.82426,0.00735378,0.00735378,0.00735378
346,3981.13,0.53137,0.31496,0.89293,0.97573,0.99014,0.98921,0.92563,0.40527,0.25765,0.82548,0.00733992,0.00733992,0.00733992
347,3992.61,0.54983,0.32663,0.90445,0.97567,0.99015,0.98958,0.92557,0.40593,0.25986,0.82623,0.00732602,0.00732602,0.00732602
348,4004.06,0.54283,0.32166,0.90304,0.97555,0.99015,0.99,0.92446,0.40333,0.25408,0.82491,0.00731211,0.00731211,0.00731211
349,4015.54,0.5409,0.31896,0.89874,0.97556,0.99015,0.98921,0.92507,0.40242,0.25375,0.82492,0.00729817,0.00729817,0.00729817
350,4026.99,0.52877,0.31558,0.89195,0.97552,0.99015,0.98898,0.92596,0.4028,0.25566,0.8309,0.00728421,0.00728421,0.00728421
351,4038.48,0.53789,0.32194,0.89402,0.97555,0.99015,0.9884,0.92596,0.39745,0.25573,0.8299,0.00727023,0.00727023,0.00727023
352,4049.95,0.5376,0.32334,0.89374,0.97555,0.99015,0.98876,0.92519,0.39668,0.2586,0.82846,0.00725622,0.00725622,0.00725622
353,4061.43,0.53762,0.32541,0.89908,0.97548,0.99015,0.98838,0.92715,0.395,0.26241,0.82775,0.00724219,0.00724219,0.00724219
354,4072.9,0.53772,0.32015,0.89263,0.97543,0.99015,0.98854,0.92528,0.39366,0.26473,0.82666,0.00722814,0.00722814,0.00722814
355,4084.45,0.5315,0.32004,0.89256,0.97537,0.99015,0.98874,0.92586,0.39329,0.2634,0.82442,0.00721407,0.00721407,0.00721407
356,4095.91,0.53487,0.32236,0.89895,0.97527,0.99015,0.989,0.92641,0.39348,0.2613,0.82379,0.00719998,0.00719998,0.00719998
357,4107.4,0.54394,0.32625,0.90138,0.97518,0.99015,0.98953,0.92916,0.3908,0.25758,0.82039,0.00718586,0.00718586,0.00718586
358,4118.87,0.53938,0.32075,0.89624,0.97516,0.99015,0.98982,0.92963,0.39175,0.25961,0.82182,0.00717172,0.00717172,0.00717172
359,4130.47,0.54345,0.32444,0.89781,0.97518,0.99015,0.98992,0.92882,0.3933,0.2602,0.82281,0.00715756,0.00715756,0.00715756
360,4141.95,0.53513,0.3217,0.90032,0.97527,0.99015,0.98984,0.92802,0.39457,0.25918,0.82295,0.00714338,0.00714338,0.00714338
361,4153.46,0.54215,0.32846,0.90628,0.97534,0.99015,0.99004,0.92933,0.39594,0.26078,0.82455,0.00712918,0.00712918,0.00712918
362,4164.93,0.5325,0.32949,0.89498,0.97536,0.99015,0.98996,0.92924,0.39663,0.2572,0.82426,0.00711496,0.00711496,0.00711496
363,4176.4,0.53513,0.32553,0.89717,0.97528,0.99015,0.99047,0.92671,0.39632,0.25347,0.82412,0.00710072,0.00710072,0.00710072
364,4187.95,0.54267,0.32258,0.90381,0.97524,0.99015,0.99049,0.92753,0.39833,0.25592,0.82503,0.00708645,0.00708645,0.00708645
365,4199.45,0.54127,0.32204,0.90169,0.97516,0.99015,0.99057,0.93023,0.39758,0.25612,0.82578,0.00707217,0.00707217,0.00707217
366,4211.02,0.53636,0.31574,0.89606,0.97568,0.99015,0.99094,0.92948,0.39734,0.25623,0.82617,0.00705787,0.00705787,0.00705787
367,4222.56,0.53101,0.32007,0.89331,0.97571,0.99015,0.99062,0.92864,0.39689,0.25496,0.82658,0.00704354,0.00704354,0.00704354
368,4234.04,0.5278,0.31309,0.88794,0.9757,0.99015,0.99055,0.92792,0.39589,0.25395,0.82965,0.0070292,0.0070292,0.0070292
369,4245.53,0.53386,0.31671,0.89149,0.98048,0.98989,0.99045,0.92867,0.39601,0.25288,0.82642,0.00701483,0.00701483,0.00701483
370,4257,0.52743,0.31208,0.89684,0.97942,0.99015,0.99053,0.92938,0.39718,0.24997,0.82982,0.00700045,0.00700045,0.00700045
