epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,219.688,0.8365,0.5787,1.01073,0.97929,0.99015,0.98237,0.83916,0.57679,0.47842,0.91064,0.00999201,0.00999201,0.00999201
20,231.181,0.81739,0.56792,1.00177,0.97988,0.99015,0.9856,0.85369,0.56607,0.45904,0.91002,0.0099911,0.0099911,0.0099911
21,242.702,0.80403,0.55819,0.99576,0.97972,0.99015,0.98828,0.85291,0.57458,0.45385,0.89878,0.00999013,0.00999013,0.00999013
22,254.208,0.80756,0.55537,1.00124,0.97104,0.99015,0.98802,0.84543,0.59627,0.45023,0.90238,0.00998912,0.00998912,0.00998912
23,265.716,0.80718,0.55841,0.99722,0.98372,0.99015,0.99066,0.85501,0.56053,0.42143,0.87412,0.00998806,0.00998806,0.00998806
24,277.211,0.77862,0.5315,0.98477,0.98528,0.98899,0.98132,0.8553,0.56918,0.41638,0.88481,0.00998695,0.00998695,0.00998695
25,288.726,0.79328,0.54603,1.00034,0.98527,0.98823,0.98272,0.85709,0.57499,0.41514,0.89908,0.0099858,0.0099858,0.0099858
26,300.237,0.80344,0.54613,0.99899,0.98512,0.99015,0.98712,0.86155,0.54142,0.41158,0.8696,0.00998459,0.00998459,0.00998459
27,311.742,0.80151,0.54535,1.00495,0.98527,0.98881,0.9886,0.85774,0.54573,0.42137,0.87907,0.00998333,0.00998333,0.00998333
28,323.226,0.77429,0.53305,0.98878,0.98499,0.99015,0.99125,0.86981,0.54732,0.40724,0.85732,0.00998203,0.00998203,0.00998203
29,334.72,0.77071,0.52225,0.98638,0.97972,0.99015,0.98852,0.8754,0.54958,0.37219,0.85631,0.00998067,0.00998067,0.00998067
30,346.23,0.77181,0.52637,0.98254,0.98494,0.99015,0.98103,0.8595,0.5563,0.41616,0.90354,0.00997927,0.00997927,0.00997927
31,357.741,0.75289,0.50686,0.9883,0.98245,0.99015,0.98132,0.85268,0.58653,0.41037,0.88388,0.00997781,0.00997781,0.00997781
32,369.262,0.76212,0.51041,0.98004,0.98306,0.99015,0.98623,0.8591,0.56357,0.40213,0.88018,0.00997631,0.00997631,0.00997631
33,380.808,0.76,0.49498,0.97928,0.98278,0.99015,0.98879,0.8844,0.55136,0.38815,0.85257,0.00997476,0.00997476,0.00997476
34,392.381,0.75193,0.50193,0.976,0.9755,0.99015,0.98912,0.86488,0.50326,0.37101,0.85014,0.00997316,0.00997316,0.00997316
35,403.885,0.74379,0.49868,0.97588,0.9792,0.99015,0.98237,0.85229,0.5676,0.38814,0.87487,0.00997151,0.00997151,0.00997151
36,415.386,0.76911,0.5088,0.98653,0.98358,0.98522,0.98498,0.8795,0.52383,0.38013,0.89112,0.00996981,0.00996981,0.00996981
37,426.877,0.75596,0.4951,0.97822,0.98529,0.98955,0.99129,0.87072,0.51689,0.35862,0.85942,0.00996806,0.00996806,0.00996806
38,438.367,0.74134,0.48997,0.97603,0.98529,0.98989,0.99052,0.88121,0.52831,0.37688,0.85111,0.00996626,0.00996626,0.00996626
39,449.861,0.73846,0.48478,0.96628,0.98465,0.99015,0.98898,0.8754,0.54391,0.3686,0.8852,0.00996442,0.00996442,0.00996442
40,461.388,0.74393,0.4864,0.97603,0.98044,0.98766,0.9821,0.87517,0.51474,0.40542,0.87314,0.00996252,0.00996252,0.00996252
41,472.886,0.73554,0.49461,0.98225,0.98481,0.99015,0.99241,0.8733,0.51742,0.36732,0.86088,0.00996058,0.00996058,0.00996058
42,484.372,0.72751,0.47939,0.97218,0.98439,0.99015,0.98925,0.87812,0.54563,0.36543,0.869,0.00995858,0.00995858,0.00995858
43,495.861,0.73162,0.48757,0.96382,0.98528,0.98907,0.9849,0.86848,0.54195,0.38793,0.90716,0.00995654,0.00995654,0.00995654
44,507.332,0.72292,0.47787,0.96465,0.98512,0.99015,0.99179,0.89143,0.49323,0.33549,0.84165,0.00995445,0.00995445,0.00995445
45,518.815,0.73084,0.48421,0.97505,0.98529,0.99004,0.98854,0.87297,0.50005,0.3703,0.87817,0.00995231,0.00995231,0.00995231
46,530.296,0.71572,0.47223,0.96276,0.9835,0.99015,0.98992,0.87832,0.49249,0.33498,0.84999,0.00995012,0.00995012,0.00995012
47,541.768,0.73512,0.47636,0.97768,0.98452,0.99015,0.98694,0.87454,0.49775,0.35059,0.84668,0.00994789,0.00994789,0.00994789
48,553.242,0.69931,0.45539,0.95519,0.98375,0.99015,0.98752,0.89351,0.51428,0.36232,0.85689,0.0099456,0.0099456,0.0099456
49,564.727,0.71698,0.46475,0.97203,0.98006,0.99015,0.98885,0.88094,0.51731,0.38166,0.91455,0.00994326,0.00994326,0.00994326
50,576.209,0.70233,0.45969,0.96255,0.98485,0.99015,0.98725,0.87762,0.52808,0.38496,0.90303,0.00994088,0.00994088,0.00994088
51,587.707,0.69995,0.46236,0.96265,0.98471,0.99015,0.98624,0.87928,0.50149,0.3693,0.8515,0.00993845,0.00993845,0.00993845
52,599.199,0.70944,0.45992,0.96228,0.9824,0.99015,0.98495,0.87776,0.50672,0.37346,0.85059,0.00993597,0.00993597,0.00993597
53,610.692,0.69864,0.45933,0.95643,0.98472,0.99015,0.99043,0.89286,0.48838,0.34646,0.85845,0.00993344,0.00993344,0.00993344
54,622.187,0.702,0.45362,0.9577,0.98503,0.99015,0.98457,0.87843,0.51176,0.35199,0.8737,0.00993086,0.00993086,0.00993086
55,633.675,0.70254,0.46541,0.96124,0.98437,0.99015,0.98279,0.88212,0.48578,0.36906,0.8637,0.00992823,0.00992823,0.00992823
56,645.171,0.69157,0.44568,0.95816,0.98461,0.99015,0.98395,0.87773,0.5049,0.36098,0.88556,0.00992555,0.00992555,0.00992555
57,656.668,0.69578,0.45336,0.9587,0.98484,0.99015,0.9816,0.88021,0.48426,0.35806,0.86451,0.00992283,0.00992283,0.00992283
58,668.164,0.68904,0.45015,0.9555,0.97977,0.99015,0.98507,0.88268,0.48761,0.34564,0.85833,0.00992006,0.00992006,0.00992006
59,679.679,0.68856,0.44232,0.95369,0.98483,0.99015,0.98398,0.88155,0.49333,0.33109,0.86665,0.00991723,0.00991723,0.00991723
60,691.188,0.67752,0.43289,0.94915,0.98493,0.99015,0.98477,0.89298,0.46928,0.3359,0.8454,0.00991436,0.00991436,0.00991436
61,702.665,0.68873,0.44722,0.96136,0.98431,0.99015,0.98975,0.88839,0.48598,0.34938,0.87191,0.00991145,0.00991145,0.00991145
62,714.16,0.68472,0.44377,0.95897,0.97982,0.99015,0.98459,0.88203,0.47835,0.33823,0.85071,0.00990848,0.00990848,0.00990848
63,725.669,0.68866,0.44057,0.95962,0.98489,0.99015,0.9831,0.89622,0.47051,0.35003,0.84981,0.00990546,0.00990546,0.00990546
64,737.184,0.67993,0.43658,0.95203,0.98489,0.99015,0.98547,0.90224,0.45788,0.3214,0.86858,0.0099024,0.0099024,0.0099024
65,748.696,0.68209,0.43811,0.95051,0.98505,0.99015,0.99139,0.88622,0.48442,0.32579,0.8714,0.00989929,0.00989929,0.00989929
66,760.173,0.68276,0.43638,0.94434,0.98475,0.99015,0.9818,0.88678,0.46038,0.33731,0.85621,0.00989612,0.00989612,0.00989612
67,771.674,0.67742,0.43835,0.94738,0.98362,0.99015,0.98785,0.88359,0.49076,0.36344,0.86871,0.00989292,0.00989292,0.00989292
68,783.159,0.69492,0.44036,0.95722,0.98047,0.99015,0.98382,0.89088,0.48086,0.33089,0.85908,0.00988966,0.00988966,0.00988966
69,794.67,0.68011,0.43644,0.95662,0.98529,0.98962,0.98659,0.8886,0.47427,0.36164,0.87787,0.00988635,0.00988635,0.00988635
70,806.179,0.6876,0.43745,0.95577,0.98415,0.99015,0.98701,0.89119,0.49409,0.35888,0.88612,0.009883,0.009883,0.009883
71,817.678,0.68305,0.43047,0.95217,0.98505,0.99015,0.98578,0.88468,0.49679,0.32209,0.85777,0.0098796,0.0098796,0.0098796
72,829.22,0.68211,0.43592,0.95279,0.98528,0.98934,0.9841,0.88759,0.47725,0.3134,0.8602,0.00987615,0.00987615,0.00987615
73,840.776,0.664,0.4272,0.94133,0.98529,0.9901,0.98693,0.88905,0.50084,0.35012,0.87756,0.00987265,0.00987265,0.00987265
74,852.271,0.67646,0.43072,0.95132,0.98023,0.99015,0.98088,0.88488,0.46859,0.33492,0.84563,0.0098691,0.0098691,0.0098691
75,863.772,0.66503,0.42733,0.94676,0.98334,0.99015,0.98394,0.8822,0.51578,0.35119,0.8833,0.00986551,0.00986551,0.00986551
76,875.268,0.67021,0.42407,0.95025,0.98528,0.98946,0.9839,0.89137,0.50336,0.33402,0.90028,0.00986186,0.00986186,0.00986186
77,886.772,0.67293,0.4286,0.95423,0.98342,0.99015,0.98714,0.89391,0.4785,0.32514,0.8501,0.00985817,0.00985817,0.00985817
78,898.26,0.65756,0.41845,0.94071,0.98486,0.99015,0.98305,0.88558,0.45842,0.32414,0.8681,0.00985443,0.00985443,0.00985443
79,909.76,0.66549,0.42654,0.9458,0.98479,0.99015,0.98438,0.88894,0.47476,0.3315,0.84913,0.00985065,0.00985065,0.00985065
80,921.25,0.65669,0.41847,0.94264,0.9799,0.99015,0.98827,0.88303,0.51074,0.34515,0.88727,0.00984681,0.00984681,0.00984681
81,932.779,0.66879,0.42789,0.95101,0.98528,0.99015,0.98479,0.90031,0.46509,0.31992,0.84312,0.00984293,0.00984293,0.00984293
82,944.268,0.64335,0.40379,0.93728,0.98379,0.98522,0.98327,0.89851,0.45886,0.31415,0.85213,0.009839,0.009839,0.009839
83,955.107,0.65979,0.41614,0.94631,0.98515,0.99015,0.98968,0.90241,0.46836,0.31702,0.85947,0.00983502,0.00983502,0.00983502
84,966.539,0.66893,0.42398,0.94184,0.98048,0.98981,0.98456,0.88382,0.49013,0.3323,0.8531,0.009831,0.009831,0.009831
85,978.29,0.65781,0.41744,0.94353,0.98499,0.99015,0.98769,0.88177,0.49132,0.33399,0.86788,0.00982693,0.00982693,0.00982693
86,989.873,0.66379,0.42172,0.94307,0.98492,0.99015,0.98487,0.90664,0.44729,0.31845,0.84619,0.0098228,0.0098228,0.0098228
87,1001.56,0.65489,0.41593,0.9405,0.98008,0.99015,0.98144,0.90497,0.45575,0.32292,0.8448,0.00981864,0.00981864,0.00981864
88,1013.29,0.65715,0.41672,0.94518,0.97991,0.99015,0.99065,0.90504,0.45899,0.3278,0.87097,0.00981442,0.00981442,0.00981442
89,1024.87,0.64523,0.40798,0.93392,0.98024,0.99015,0.98979,0.90256,0.46309,0.33862,0.86395,0.00981016,0.00981016,0.00981016
90,1036.35,0.65665,0.41467,0.94831,0.98048,0.98977,0.99075,0.89289,0.45476,0.33671,0.88364,0.00980585,0.00980585,0.00980585
91,1047.88,0.6469,0.4104,0.93518,0.98204,0.99015,0.98555,0.89248,0.46056,0.3384,0.85375,0.00980149,0.00980149,0.00980149
92,1059.35,0.65757,0.40736,0.94951,0.98464,0.99015,0.98737,0.89293,0.48194,0.31469,0.86889,0.00979708,0.00979708,0.00979708
93,1070.89,0.65466,0.40533,0.93894,0.98446,0.99015,0.98729,0.90318,0.43879,0.31426,0.85944,0.00979263,0.00979263,0.00979263
94,1082.36,0.65324,0.41032,0.93514,0.98439,0.99015,0.98872,0.89852,0.4711,0.3278,0.86777,0.00978813,0.00978813,0.00978813
95,1093.85,0.65178,0.41211,0.94718,0.98528,0.98922,0.98797,0.89984,0.45393,0.32568,0.87383,0.00978358,0.00978358,0.00978358
96,1105.34,0.64138,0.40211,0.93935,0.98527,0.98857,0.9897,0.89272,0.48159,0.32555,0.87897,0.00977899,0.00977899,0.00977899
97,1116.85,0.64563,0.40327,0.93649,0.98493,0.99015,0.98727,0.89848,0.457,0.30867,0.84845,0.00977435,0.00977435,0.00977435
98,1128.35,0.65823,0.40808,0.94098,0.98528,0.98952,0.98614,0.90395,0.48878,0.33605,0.8942,0.00976966,0.00976966,0.00976966
99,1139.87,0.65811,0.41178,0.94475,0.98529,0.98976,0.98776,0.88688,0.4789,0.33298,0.8654,0.00976492,0.00976492,0.00976492
100,1151.35,0.65367,0.40427,0.93511,0.98005,0.99015,0.98482,0.89293,0.46333,0.3427,0.86986,0.00976014,0.00976014,0.00976014
101,1162.84,0.64933,0.40018,0.93904,0.98422,0.98522,0.99121,0.89203,0.46419,0.31727,0.86029,0.00975531,0.00975531,0.00975531
102,1174.32,0.64722,0.39854,0.93961,0.98048,0.98988,0.98524,0.9032,0.43265,0.31234,0.86533,0.00975043,0.00975043,0.00975043
103,1185.82,0.64027,0.39966,0.93972,0.98451,0.99015,0.99193,0.912,0.4448,0.31599,0.83594,0.00974551,0.00974551,0.00974551
104,1197.32,0.64866,0.40177,0.94058,0.98,0.99015,0.98091,0.90113,0.45186,0.32153,0.85432,0.00974054,0.00974054,0.00974054
105,1208.84,0.64737,0.40953,0.94587,0.98492,0.99015,0.98283,0.89692,0.46946,0.32432,0.84709,0.00973552,0.00973552,0.00973552
106,1220.36,0.64691,0.4073,0.94185,0.97911,0.99015,0.99067,0.8992,0.43657,0.32918,0.85505,0.00973045,0.00973045,0.00973045
107,1231.84,0.63123,0.40344,0.94105,0.98375,0.98522,0.98598,0.89001,0.47373,0.33704,0.85663,0.00972534,0.00972534,0.00972534
108,1243.34,0.64326,0.40375,0.93894,0.98398,0.99015,0.98265,0.90491,0.45171,0.32849,0.84675,0.00972019,0.00972019,0.00972019
109,1254.81,0.64877,0.40378,0.94541,0.97991,0.99015,0.98903,0.89886,0.44572,0.31636,0.85224,0.00971498,0.00971498,0.00971498
110,1266.29,0.63006,0.39317,0.92802,0.98497,0.99015,0.98561,0.90354,0.46281,0.32836,0.86335,0.00970973,0.00970973,0.00970973
111,1277.79,0.62833,0.39055,0.93244,0.98456,0.99015,0.98044,0.89946,0.44738,0.31756,0.85353,0.00970443,0.00970443,0.00970443
112,1289.26,0.64409,0.39479,0.94552,0.97986,0.99015,0.98297,0.90183,0.45569,0.32738,0.86323,0.00969909,0.00969909,0.00969909
113,1300.75,0.62593,0.39159,0.93144,0.98471,0.99015,0.98275,0.90288,0.43549,0.31432,0.84967,0.0096937,0.0096937,0.0096937
114,1312.21,0.63591,0.40128,0.93251,0.98386,0.99015,0.98065,0.89026,0.45891,0.3222,0.85355,0.00968826,0.00968826,0.00968826
115,1323.71,0.63985,0.39306,0.935,0.98426,0.99015,0.98565,0.89701,0.44854,0.32602,0.85908,0.00968278,0.00968278,0.00968278
116,1335.22,0.64337,0.40789,0.93723,0.98528,0.98945,0.98775,0.90763,0.44104,0.31279,0.85069,0.00967725,0.00967725,0.00967725
117,1346.76,0.65422,0.40598,0.94567,0.97992,0.99015,0.9906,0.90095,0.43726,0.32076,0.8447,0.00967168,0.00967168,0.00967168
118,1358.26,0.63767,0.39793,0.93116,0.98466,0.99015,0.98562,0.8988,0.45648,0.31542,0.85368,0.00966606,0.00966606,0.00966606
119,1369.73,0.63449,0.39997,0.9398,0.98463,0.99015,0.98733,0.90226,0.45629,0.3264,0.85498,0.00966039,0.00966039,0.00966039
120,1381.21,0.6293,0.39036,0.9305,0.98459,0.99015,0.99012,0.90185,0.46686,0.32687,0.86405,0.00965468,0.00965468,0.00965468
121,1392.69,0.63086,0.38953,0.92887,0.98506,0.99015,0.99103,0.90031,0.45881,0.32109,0.84894,0.00964892,0.00964892,0.00964892
122,1404.19,0.62418,0.3921,0.92814,0.98014,0.99015,0.98963,0.90133,0.44861,0.3089,0.85084,0.00964311,0.00964311,0.00964311
123,1415.7,0.62534,0.392,0.93288,0.98483,0.99015,0.99185,0.90223,0.47573,0.30349,0.89335,0.00963726,0.00963726,0.00963726
124,1427.18,0.61455,0.38569,0.92663,0.98528,0.98934,0.99036,0.91614,0.44292,0.31337,0.85822,0.00963137,0.00963137,0.00963137
125,1438.69,0.62775,0.39025,0.92425,0.97986,0.99015,0.98809,0.90387,0.48356,0.31778,0.86699,0.00962542,0.00962542,0.00962542
126,1450.17,0.63382,0.3949,0.94069,0.98195,0.99015,0.98615,0.89323,0.47072,0.32453,0.87433,0.00961944,0.00961944,0.00961944
127,1461.67,0.62716,0.3875,0.93416,0.97977,0.99015,0.98978,0.90574,0.44156,0.31422,0.85682,0.0096134,0.0096134,0.0096134
128,1473.16,0.61462,0.38192,0.9284,0.98529,0.98958,0.98835,0.90877,0.46606,0.30632,0.86138,0.00960732,0.00960732,0.00960732
129,1484.65,0.62232,0.38418,0.93038,0.98025,0.99015,0.98759,0.90152,0.46257,0.33391,0.88887,0.0096012,0.0096012,0.0096012
130,1496.14,0.61983,0.38755,0.92857,0.98006,0.99015,0.98711,0.88978,0.45518,0.31418,0.87405,0.00959503,0.00959503,0.00959503
131,1507.65,0.62127,0.38237,0.9323,0.98529,0.98997,0.98979,0.9091,0.45623,0.31542,0.8502,0.00958881,0.00958881,0.00958881
132,1519.14,0.61415,0.38294,0.92719,0.98528,0.98935,0.98781,0.90415,0.44321,0.3261,0.83927,0.00958255,0.00958255,0.00958255
133,1530.63,0.61356,0.38829,0.92942,0.98481,0.99015,0.98591,0.90333,0.45099,0.32098,0.83054,0.00957625,0.00957625,0.00957625
134,1542.1,0.61836,0.38018,0.93137,0.98436,0.99015,0.98236,0.89674,0.44842,0.31121,0.8387,0.0095699,0.0095699,0.0095699
135,1553.58,0.60714,0.37928,0.92369,0.9799,0.99015,0.98607,0.90925,0.41728,0.31113,0.8391,0.0095635,0.0095635,0.0095635
136,1565.06,0.61907,0.38139,0.92008,0.97964,0.99015,0.98221,0.89789,0.44285,0.32432,0.85053,0.00955706,0.00955706,0.00955706
137,1576.56,0.61918,0.37707,0.93188,0.98002,0.99015,0.981,0.89225,0.44674,0.31752,0.86768,0.00955057,0.00955057,0.00955057
138,1588.04,0.615,0.37978,0.92266,0.98252,0.99015,0.98518,0.90065,0.4572,0.32532,0.83496,0.00954404,0.00954404,0.00954404
139,1599.53,0.61236,0.37902,0.9261,0.98044,0.99015,0.98521,0.89942,0.43896,0.31916,0.87228,0.00953747,0.00953747,0.00953747
140,1611,0.61953,0.38434,0.93267,0.9802,0.99015,0.98637,0.90291,0.42792,0.31497,0.8724,0.00953085,0.00953085,0.00953085
141,1622.48,0.61475,0.38185,0.92918,0.98011,0.99015,0.98805,0.91481,0.42357,0.30219,0.84297,0.00952418,0.00952418,0.00952418
142,1633.98,0.61986,0.37973,0.92797,0.9797,0.99015,0.98518,0.90079,0.43758,0.30948,0.83758,0.00951747,0.00951747,0.00951747
143,1645.48,0.60681,0.3829,0.91628,0.97417,0.99015,0.98575,0.90351,0.42303,0.32839,0.8383,0.00951072,0.00951072,0.00951072
144,1656.98,0.60654,0.37264,0.92497,0.98048,0.98987,0.98554,0.90449,0.43789,0.30238,0.86362,0.00950392,0.00950392,0.00950392
145,1668.5,0.60582,0.38039,0.92588,0.9801,0.99015,0.98886,0.9098,0.43382,0.30889,0.86397,0.00949708,0.00949708,0.00949708
146,1679.96,0.59893,0.37194,0.91799,0.98007,0.99015,0.98587,0.90149,0.4577,0.30992,0.87441,0.00949019,0.00949019,0.00949019
147,1691.48,0.61376,0.37711,0.9294,0.98007,0.99015,0.98821,0.90678,0.4389,0.30451,0.86594,0.00948326,0.00948326,0.00948326
148,1703,0.61244,0.37786,0.92751,0.98048,0.98956,0.98593,0.90245,0.43495,0.30346,0.87283,0.00947628,0.00947628,0.00947628
149,1714.52,0.61915,0.3834,0.93469,0.97992,0.99015,0.98743,0.90688,0.45061,0.3013,0.87685,0.00946926,0.00946926,0.00946926
150,1726.02,0.60248,0.37528,0.919,0.98459,0.99015,0.98877,0.91735,0.43058,0.30266,0.84649,0.0094622,0.0094622,0.0094622
151,1737.52,0.60644,0.38452,0.92465,0.9842,0.99015,0.98512,0.90917,0.43608,0.30716,0.86124,0.00945509,0.00945509,0.00945509
152,1749.01,0.61266,0.37674,0.9266,0.98306,0.99015,0.98503,0.90911,0.42249,0.2951,0.8436,0.00944793,0.00944793,0.00944793
153,1760.5,0.61375,0.38028,0.92426,0.98529,0.98987,0.99077,0.91243,0.42794,0.29212,0.85449,0.00944074,0.00944074,0.00944074
154,1771.99,0.61429,0.3753,0.92752,0.98529,0.98971,0.98925,0.92232,0.40843,0.29882,0.84566,0.0094335,0.0094335,0.0094335
155,1783.48,0.61935,0.37748,0.93212,0.98048,0.98996,0.99237,0.92078,0.41712,0.28271,0.84519,0.00942621,0.00942621,0.00942621
156,1794.99,0.60088,0.37306,0.92362,0.98013,0.99015,0.98788,0.91458,0.43952,0.30967,0.86344,0.00941889,0.00941889,0.00941889
157,1806.49,0.6183,0.37986,0.93058,0.9801,0.99015,0.98739,0.91446,0.44723,0.30256,0.87025,0.00941151,0.00941151,0.00941151
158,1817.98,0.61201,0.38037,0.9244,0.9801,0.99015,0.98679,0.91225,0.43261,0.29083,0.855,0.0094041,0.0094041,0.0094041
159,1829.49,0.60262,0.37345,0.92243,0.98007,0.99015,0.98693,0.90767,0.45073,0.30762,0.8536,0.00939664,0.00939664,0.00939664
160,1841,0.59825,0.36779,0.91558,0.97998,0.99015,0.98537,0.89499,0.45121,0.29948,0.85419,0.00938914,0.00938914,0.00938914
161,1852.51,0.60268,0.36871,0.92301,0.9852,0.98363,0.98702,0.89838,0.44184,0.30073,0.86459,0.0093816,0.0093816,0.0093816
162,1864,0.59564,0.37151,0.91965,0.98015,0.99015,0.99023,0.91709,0.42946,0.29081,0.84332,0.00937401,0.00937401,0.00937401
163,1875.51,0.60042,0.37217,0.92547,0.98007,0.99015,0.98911,0.90978,0.44971,0.2956,0.86567,0.00936638,0.00936638,0.00936638
164,1886.99,0.5997,0.3643,0.92101,0.98527,0.98818,0.98919,0.91448,0.43923,0.2946,0.8677,0.0093587,0.0093587,0.0093587
165,1898.48,0.59679,0.37093,0.91928,0.98446,0.9803,0.98902,0.91122,0.43911,0.29832,0.86818,0.00935098,0.00935098,0.00935098
166,1909.96,0.60061,0.36988,0.92062,0.98047,0.98925,0.98641,0.90795,0.44521,0.30274,0.87101,0.00934322,0.00934322,0.00934322
167,1921.49,0.6045,0.37568,0.92826,0.9804,0.98548,0.98822,0.91,0.43781,0.29064,0.85745,0.00933542,0.00933542,0.00933542
168,1932.99,0.60727,0.37525,0.92578,0.98048,0.9899,0.98619,0.91559,0.42744,0.28574,0.83913,0.00932757,0.00932757,0.00932757
169,1944.52,0.59995,0.37363,0.92319,0.98,0.99015,0.98382,0.91469,0.41721,0.27771,0.82656,0.00931969,0.00931969,0.00931969
170,1956.01,0.59515,0.36481,0.92015,0.98528,0.98916,0.98094,0.90693,0.42723,0.28415,0.83197,0.00931175,0.00931175,0.00931175
171,1967.5,0.61362,0.37336,0.92818,0.97997,0.99015,0.98407,0.90292,0.443,0.28861,0.84521,0.00930378,0.00930378,0.00930378
172,1978.97,0.6064,0.36981,0.92486,0.9797,0.99015,0.99005,0.90777,0.42847,0.29695,0.84989,0.00929576,0.00929576,0.00929576
173,1990.46,0.59847,0.36748,0.91339,0.97995,0.99015,0.99008,0.91549,0.4181,0.28327,0.84291,0.0092877,0.0092877,0.0092877
174,2001.95,0.59367,0.36536,0.9155,0.97973,0.99015,0.98624,0.90694,0.43543,0.3019,0.84314,0.0092796,0.0092796,0.0092796
175,2013.44,0.60299,0.36633,0.91743,0.98027,0.99015,0.98801,0.91403,0.4308,0.30002,0.86281,0.00927146,0.00927146,0.00927146
176,2024.94,0.58779,0.36604,0.91479,0.98022,0.99015,0.98873,0.91287,0.42377,0.29294,0.8399,0.00926327,0.00926327,0.00926327
177,2036.44,0.59468,0.36624,0.91318,0.9796,0.99015,0.98945,0.91529,0.4263,0.28392,0.84422,0.00925505,0.00925505,0.00925505
178,2047.94,0.58892,0.35999,0.91494,0.98047,0.98903,0.98945,0.91102,0.43132,0.28376,0.85701,0.00924678,0.00924678,0.00924678
179,2059.45,0.59623,0.36827,0.9186,0.98014,0.99015,0.98697,0.91388,0.42441,0.28676,0.84252,0.00923847,0.00923847,0.00923847
180,2070.92,0.60046,0.37215,0.9189,0.97997,0.98522,0.98677,0.91426,0.4199,0.28513,0.83762,0.00923011,0.00923011,0.00923011
181,2082.42,0.59905,0.36239,0.91914,0.98048,0.9898,0.9877,0.9091,0.43965,0.29448,0.83659,0.00922172,0.00922172,0.00922172
182,2093.91,0.59571,0.36064,0.91963,0.98048,0.98975,0.99098,0.92192,0.41642,0.28528,0.8316,0.00921328,0.00921328,0.00921328
183,2105.43,0.59541,0.36428,0.91979,0.98002,0.98522,0.99022,0.91711,0.42031,0.30257,0.8277,0.0092048,0.0092048,0.0092048
184,2116.93,0.60558,0.37385,0.92682,0.98048,0.98971,0.99149,0.91927,0.42792,0.2966,0.83926,0.00919628,0.00919628,0.00919628
185,2128.44,0.58677,0.36088,0.91459,0.97993,0.99015,0.98998,0.91258,0.43467,0.28773,0.82755,0.00918772,0.00918772,0.00918772
